ID,Uloga,Ekran,Element/funkcija,Preduslov,Akcija,Očekivani rezultat,Test,Rezultat,Dokaz
"F-0244","company-admin","company-admin","FIELD #ca-new-disp-password (password)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:writable","PASS","reports/matrix-shots/ca-home.png"
"F-0245","company-admin","company-admin","FIELD #ca-team-search (search)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0246","company-admin","company-admin","FIELD #ca-team-status-filter (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0247","company-admin","company-admin","FIELD #ca-settings-country (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0248","company-admin","company-admin","FIELD #ca-settings-timezone (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:readonly-present","PASS","reports/matrix-shots/ca-home.png"
"F-0249","company-admin","company-admin","FIELD #ca-settings-language (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0250","company-admin","company-admin","FIELD #ca-settings-contact-email (email)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:writable","PASS","reports/matrix-shots/ca-home.png"
"F-0251","company-admin","company-admin","FIELD #ca-wizard-company-name (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0252","company-admin","company-admin","FIELD #ca-wizard-color-picker (color)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0253","company-admin","company-admin","FIELD #ca-wizard-color-hex (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0254","company-admin","company-admin","FIELD #ca-wizard-logo-file (file)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0255","company-admin","company-admin","FIELD #ca-wizard-logo-data (hidden)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0256","company-admin","company-admin","FIELD #ca-wizard-line-id (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0257","company-admin","company-admin","FIELD #ca-wizard-group-name (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0258","company-admin","company-admin","FIELD #ca-wizard-group-color (color)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0259","company-admin","company-admin","FIELD #ca-wizard-disp-name (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0260","company-admin","company-admin","FIELD #ca-wizard-disp-email (email)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0261","company-admin","company-admin","FIELD #ca-wizard-disp-password (password)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0262","dispatcher","dispatcher-shifts","SECTION dispatcher-shifts","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0263","dispatcher","dispatcher-daily-schedule","SECTION dispatcher-daily-schedule","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0264","dispatcher","dispatcher-dashboard","SECTION dispatcher-dashboard","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0265","dispatcher","dispatcher-daily-plan-pick","SECTION dispatcher-daily-plan-pick","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0266","dispatcher","dispatcher-monthly-plan-pick","SECTION dispatcher-monthly-plan-pick","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0267","dispatcher","dispatcher-live-map-section","SECTION dispatcher-live-map-section","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0268","dispatcher","dispatcher-group-hub","SECTION dispatcher-group-hub","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0269","dispatcher","dispatcher-vehicles","SECTION dispatcher-vehicles","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0270","dispatcher","dispatcher-monthly-plans-full","SECTION dispatcher-monthly-plans-full","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0271","dispatcher","dispatcher-daily-plan-full","SECTION dispatcher-daily-plan-full","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0272","dispatcher","dispatcher-reports","SECTION dispatcher-reports","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0273","dispatcher","dispatcher-lost-found","SECTION dispatcher-lost-found","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0274","dispatcher","dispatcher-vacations","SECTION dispatcher-vacations","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0275","dispatcher","dispatcher-messages","SECTION dispatcher-messages","Dispo login dispo@qa.local","navigate","Samo dodeljene grupe; ops podaci tačni","dispo-section","PASS","reports/matrix-shots/dispo-home.png"
"F-0276","dispatcher","dispatcher ops","ACTION acquirePlanEditLock","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0277","dispatcher","dispatcher ops","ACTION activateCompanyServicePlanVersion","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0278","dispatcher","dispatcher ops","ACTION addBus","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0279","dispatcher","dispatcher ops","ACTION addCompanyDispatcher","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0280","dispatcher","dispatcher ops","ACTION addDriver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0281","dispatcher","dispatcher ops","ACTION applyBrandingSettings","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0282","dispatcher","dispatcher ops","ACTION applyOpsAttentionFix","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0283","dispatcher","dispatcher ops","ACTION archiveAllDispatcherMessages","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0284","dispatcher","dispatcher ops","ACTION archiveDispatcherMessage","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0285","dispatcher","dispatcher ops","ACTION assignShift","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0286","dispatcher","dispatcher ops","ACTION backFromPlanFullPage","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0287","dispatcher","dispatcher ops","ACTION breakPlanEditLock","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0288","dispatcher","dispatcher ops","ACTION changeCalendarMonth","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0289","dispatcher","dispatcher ops","ACTION changeCompanyDriversPage","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0290","dispatcher","dispatcher ops","ACTION clearBusImportPreview","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0291","dispatcher","dispatcher ops","ACTION clearDailyShift","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0292","dispatcher","dispatcher ops","ACTION clearPackageImport","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0293","dispatcher","dispatcher ops","ACTION clearPendingPlanImports","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0294","dispatcher","dispatcher ops","ACTION clearScheduleFile","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0295","dispatcher","dispatcher ops","ACTION clearScheduleText","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0296","dispatcher","dispatcher ops","ACTION clickElementById","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0297","dispatcher","dispatcher ops","ACTION closeCompanyDriverEdit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0298","dispatcher","dispatcher ops","ACTION closeCompanyServicePlanDuty","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0299","dispatcher","dispatcher ops","ACTION closeCompanyServicePlanHistory","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0300","dispatcher","dispatcher ops","ACTION closeConfirmModal","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0301","dispatcher","dispatcher ops","ACTION closeCoverageResolver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0302","dispatcher","dispatcher ops","ACTION closeDispatcherHelp","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0303","dispatcher","dispatcher ops","ACTION closeGroupHub","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0304","dispatcher","dispatcher ops","ACTION closeModal","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0305","dispatcher","dispatcher ops","ACTION closeMonthlyDayEditModal","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0306","dispatcher","dispatcher ops","ACTION closeOperationalIncident","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0307","dispatcher","dispatcher ops","ACTION closeOpsAttentionPanel","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0308","dispatcher","dispatcher ops","ACTION closeReportResolution","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0309","dispatcher","dispatcher ops","ACTION closeSosConfirmModal","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0310","dispatcher","dispatcher ops","ACTION closeSuperAdminModal","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0311","dispatcher","dispatcher ops","ACTION confirmBreakPlanEditLock","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0312","dispatcher","dispatcher ops","ACTION confirmBulkPlanImport","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0313","dispatcher","dispatcher ops","ACTION confirmBusImport","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0314","dispatcher","dispatcher ops","ACTION confirmClearSOS","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0315","dispatcher","dispatcher ops","ACTION confirmCompanyDriversImport","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0316","dispatcher","dispatcher ops","ACTION confirmFactoryReset","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0317","dispatcher","dispatcher ops","ACTION confirmModalYes","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0318","dispatcher","dispatcher ops","ACTION confirmPackageImport","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0319","dispatcher","dispatcher ops","ACTION confirmResolveSOS","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0320","dispatcher","dispatcher ops","ACTION confirmSuperAdminPin","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0321","dispatcher","dispatcher ops","ACTION createDispatcherGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0322","dispatcher","dispatcher ops","ACTION createEmptyMonthlyPlan","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0323","dispatcher","dispatcher ops","ACTION dailyPlanAssignDriver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0324","dispatcher","dispatcher ops","ACTION deleteBus","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0325","dispatcher","dispatcher ops","ACTION deleteCompanyGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0326","dispatcher","dispatcher ops","ACTION deleteGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0327","dispatcher","dispatcher ops","ACTION deleteMonthlyPlan","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0328","dispatcher","dispatcher ops","ACTION deleteRoute","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0329","dispatcher","dispatcher ops","ACTION deleteScheduleEntry","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0330","dispatcher","dispatcher ops","ACTION dispatcherHelpCopyEmail","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0331","dispatcher","dispatcher ops","ACTION dispatcherHelpOpenMailto","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0332","dispatcher","dispatcher ops","ACTION dispatcherHelpSoftReload","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0333","dispatcher","dispatcher ops","ACTION editDriver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0334","dispatcher","dispatcher ops","ACTION endCompanySupportSession","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0335","dispatcher","dispatcher ops","ACTION enterDispatcherActiveGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0336","dispatcher","dispatcher ops","ACTION exitImpersonation","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0337","dispatcher","dispatcher ops","ACTION exportDriversCSV","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0338","dispatcher","dispatcher ops","ACTION exportLostItemsCSV","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0339","dispatcher","dispatcher ops","ACTION exportReportsCSV","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0340","dispatcher","dispatcher ops","ACTION fillHelpModal","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0341","dispatcher","dispatcher ops","ACTION focusCompanyDispatcherForm","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0342","dispatcher","dispatcher ops","ACTION focusCompanyGroupForm","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0343","dispatcher","dispatcher ops","ACTION focusMonthlyDriverPlan","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0344","dispatcher","dispatcher ops","ACTION focusOpsAttentionItem","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0345","dispatcher","dispatcher ops","ACTION formatScheduleText","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0346","dispatcher","dispatcher ops","ACTION getScheduleByKey","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0347","dispatcher","dispatcher ops","ACTION handleBulkPlanDrop","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0348","dispatcher","dispatcher ops","ACTION handleBulkPlanFileInput","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0349","dispatcher","dispatcher ops","ACTION handleBusImportDrop","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0350","dispatcher","dispatcher ops","ACTION handleBusImportFile","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0351","dispatcher","dispatcher ops","ACTION handleBusImportPaste","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0352","dispatcher","dispatcher ops","ACTION handleCompanyAuditFilters","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0353","dispatcher","dispatcher ops","ACTION handleCompanyBrandingLogoFile","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0354","dispatcher","dispatcher ops","ACTION handleCompanyDriversFile","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0355","dispatcher","dispatcher ops","ACTION handleCompanyDriversFilter","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0356","dispatcher","dispatcher ops","ACTION handleCompanyDriversSearch","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0357","dispatcher","dispatcher ops","ACTION handleCompanyServicePlanFile","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0358","dispatcher","dispatcher ops","ACTION handleCompanyServicePlanGroupChange","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0359","dispatcher","dispatcher ops","ACTION handleCompanySettingsCountry","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0360","dispatcher","dispatcher ops","ACTION handleCompanySettingsInput","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0361","dispatcher","dispatcher ops","ACTION handleLogoClick","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0362","dispatcher","dispatcher ops","ACTION handlePackageImportDrop","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0363","dispatcher","dispatcher ops","ACTION handlePackageImportInput","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0364","dispatcher","dispatcher ops","ACTION handleScheduleDrop","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0365","dispatcher","dispatcher ops","ACTION handleScheduleFileSelect","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0366","dispatcher","dispatcher ops","ACTION handleVacation","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0367","dispatcher","dispatcher ops","ACTION insertScheduleTable","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0368","dispatcher","dispatcher ops","ACTION loadMonthlyPlanForDriver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0369","dispatcher","dispatcher ops","ACTION loadMoreCompanyAudit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
